,code,term
0,413555000,Antibiotic prophylaxis indicated (situation)
1,718241000000107,Issue of COPD rescue pack (procedure)
2,385093006,Community acquired pneumonia (disorder)
3,385093006,Community acquired pneumonia (disorder)
4,195951007,Acute exacerbation of COAD (disorder)
5,10509002,Acute bronchitis (disorder)
6,56717001,Tuberculosis (disorder)
